# The energy threshold above which the kinetic energy of a charged particle should be to take part in the electrical field calculations is 0.1 MeV
# time (ns)	electric field (V/m)
# Antenna 0 at (0m, -90m, 10m) (Geant4 coordinates)
514.0 (-6.75942436288e-09,4.37359429676e-10,4.74341816264e-09)
514.2 (1.13157248504e-08,-6.70660209483e-10,-8.25046263151e-09)
514.4 (-3.98873329375e-09,-1.45775967738e-10,-2.17708466206e-09)
514.6 (-7.83103178037e-09,9.33145728223e-10,8.24473089724e-09)
514.8 (9.97524719502e-09,1.70788469408e-10,1.2719854641e-09)
515.0 (-4.27177692079e-09,2.45531090852e-10,1.76474456809e-09)
515.2 (-4.29756546314e-09,6.61849711122e-10,6.85433129166e-09)
515.4 (4.57328018192e-09,-3.87184881553e-10,-4.37319807233e-09)
515.6 (-1.82877491535e-09,-5.783629658e-10,-7.06593288583e-09)
515.8 (-7.75166231696e-09,9.50680893218e-10,9.15346717884e-09)
516.0 (1.21955129019e-08,-8.49995689425e-11,-6.14427063462e-10)
516.2 (-1.43132242187e-09,-1.14607430975e-09,-1.34470162785e-08)
516.4 (-1.7715489557e-09,1.36594547006e-09,1.47542360657e-08)
516.6 (-6.87680615513e-11,-3.47214597276e-10,-3.61546276951e-09)
516.8 (-1.01151029733e-08,7.67212725014e-11,3.76201845039e-10)
517.0 (5.18443463665e-09,-5.40402921646e-11,-5.33952299623e-10)
517.2 (5.71006076368e-10,6.23735591719e-10,6.47431797878e-09)
517.4 (-5.6663706433e-10,-1.13762496986e-10,-1.22613712736e-09)
517.6 (1.65979706959e-10,4.39137143684e-12,8.32365388174e-11)
517.8 (-7.50669844802e-10,8.87869932862e-11,9.26617036382e-10)
518.0 (1.14929651146e-09,-1.44040359274e-10,-1.51371021203e-09)
518.2 (1.01498424407e-09,-8.86241890306e-12,-9.99285491039e-11)
518.4 (6.54403470551e-10,3.16357899309e-10,3.36931765995e-09)
518.6 (-1.52453395111e-09,8.388805832e-11,8.90027021011e-10)
518.8 (-1.92389518905e-11,-4.58759167025e-11,-4.72209207815e-10)
519.0 (3.43801915081e-10,6.14717142955e-11,6.94635436141e-10)
519.2 (1.11753915749e-10,-1.33444178307e-12,-7.23685379954e-12)
519.4 (-7.95709135565e-11,-3.34480284821e-11,-3.51003393564e-10)
519.6 (2.39499708109e-10,-4.23678134523e-12,-3.10412455958e-11)
519.8 (-4.23807876869e-10,1.86550577563e-11,1.66747241589e-10)
520.0 (1.16343986861e-12,6.20469407255e-13,6.01610197104e-12)
520.2 (1.38014571314e-10,-2.81982601265e-14,-9.24887180838e-12)
520.4 (2.25289224231e-10,-8.93954351283e-12,-4.91632584411e-11)
520.6 (-2.98551579208e-10,9.50167917811e-12,5.90541169332e-11)
520.8 (-2.00117887951e-10,2.20056938325e-11,2.20872000529e-10)
521.0 (-1.3391663955e-09,-1.06657750135e-10,-1.1533448832e-09)
521.2 (1.01635030323e-10,1.62622020001e-11,1.43116768359e-10)
521.4 (-1.54559869517e-12,4.25980046817e-14,2.49406333686e-13)
521.6 (7.44760233773e-13,-5.61359484779e-14,-1.02026366581e-12)
521.8 (-1.98755495586e-14,2.66773934622e-14,6.36321320632e-14)
522.0 (-7.71238321139e-11,-5.87998796373e-12,-4.99102325078e-11)
522.2 (7.44770326982e-11,5.85497847627e-12,4.89548523424e-11)
522.4 (-1.45721046889e-14,3.51703034838e-15,-1.28865088872e-14)
522.6 (-1.00012364751e-10,-1.49284670414e-11,-1.23556085479e-10)
522.8 (9.98145790507e-11,1.49955334306e-11,1.23655914354e-10)
523.0 (2.61782850968e-13,3.37517311819e-13,-2.30029991205e-13)
523.2 (-5.13400412416e-15,1.02115199795e-15,-9.6986624399e-17)
523.4 (1.12868280296e-14,4.10776883902e-15,5.70981690691e-15)
523.6 (1.21593156239e-10,-6.11395002914e-12,-3.67810811327e-11)
523.8 (-1.21446613182e-10,6.14397047727e-12,3.66176495768e-11)
524.0 (-5.97034329795e-11,3.58393025601e-12,3.83133352455e-11)
524.2 (5.97106188775e-11,-3.57237391795e-12,-3.8317903408e-11)
524.4 (8.12763237676e-12,8.12144375887e-12,8.59016034295e-11)
524.6 (-1.21623272262e-11,-8.27311730485e-12,-8.92933268442e-11)
524.8 (1.8924092445e-10,2.31021365874e-12,8.97665526451e-11)
525.0 (7.16655417398e-11,1.14344803858e-11,1.40740535333e-10)
525.2 (7.35444374791e-11,-2.9353501227e-11,-2.66170349238e-10)
525.4 (-3.29944553279e-10,1.56895448766e-11,3.20763725108e-11)
525.6 (8.92104146218e-16,6.66860502054e-15,2.76923226071e-15)
525.8 (3.39441149817e-15,1.40824186787e-15,3.19993733496e-15)
526.0 (0.0,0.0,0.0)
526.2 (-2.12057712992e-14,9.33485171727e-15,-1.38267704308e-14)
526.4 (1.81858317316e-12,3.01653616536e-13,2.79964566844e-12)
526.6 (-1.98425260139e-12,-2.57050280482e-13,-2.61145032212e-12)
526.8 (0.0,0.0,0.0)
527.0 (8.35242739324e-15,3.49605844661e-15,-2.97589534679e-14)
527.2 (0.0,0.0,0.0)
527.4 (5.53009377693e-15,2.15470355774e-15,-5.70293429384e-15)
527.6 (0.0,0.0,0.0)
527.8 (0.0,0.0,0.0)
528.0 (0.0,0.0,0.0)
528.2 (0.0,0.0,0.0)
528.4 (0.0,0.0,0.0)
528.6 (0.0,0.0,0.0)
528.8 (0.0,0.0,0.0)
529.0 (7.36038335538e-15,3.71238204985e-15,-4.59555957998e-14)
529.2 (-5.54917559624e-16,5.33986009639e-17,-2.31367051504e-15)
529.4 (7.5269722493e-16,-1.03732474587e-16,-4.04986920592e-15)
529.6 (-2.43091024991e-16,5.04719085129e-16,-2.15355131448e-15)
529.8 (0.0,0.0,0.0)
530.0 (0.0,0.0,0.0)
530.2 (0.0,0.0,0.0)
530.4 (0.0,0.0,0.0)
530.6 (0.0,0.0,0.0)
530.8 (0.0,0.0,0.0)
531.0 (0.0,0.0,0.0)
531.2 (0.0,0.0,0.0)
531.4 (0.0,0.0,0.0)
531.6 (0.0,0.0,0.0)
531.8 (0.0,0.0,0.0)
532.0 (0.0,0.0,0.0)
532.2 (0.0,0.0,0.0)
532.4 (0.0,0.0,0.0)
532.6 (0.0,0.0,0.0)
532.8 (0.0,0.0,0.0)
533.0 (0.0,0.0,0.0)
533.2 (0.0,0.0,0.0)
533.4 (0.0,0.0,0.0)
533.6 (0.0,0.0,0.0)
533.8 (0.0,0.0,0.0)
534.0 (0.0,0.0,0.0)
534.2 (0.0,0.0,0.0)
534.4 (-1.84193369104e-15,3.9125497728e-15,-4.16634249264e-16)
534.6 (0.0,0.0,0.0)
534.8 (0.0,0.0,0.0)
535.0 (0.0,0.0,0.0)
535.2 (0.0,0.0,0.0)
535.4 (0.0,0.0,0.0)
535.6 (0.0,0.0,0.0)
535.8 (0.0,0.0,0.0)
536.0 (0.0,0.0,0.0)
536.2 (0.0,0.0,0.0)
536.4 (0.0,0.0,0.0)
536.6 (0.0,0.0,0.0)
536.8 (0.0,0.0,0.0)
537.0 (0.0,0.0,0.0)
537.2 (0.0,0.0,0.0)
537.4 (0.0,0.0,0.0)
537.6 (0.0,0.0,0.0)
537.8 (0.0,0.0,0.0)
538.0 (1.9192689074e-14,1.95636993572e-15,-1.00171285602e-14)
538.2 (0.0,0.0,0.0)
538.4 (0.0,0.0,0.0)
538.6 (0.0,0.0,0.0)
538.8 (0.0,0.0,0.0)
539.0 (3.68876092723e-15,-1.42166253477e-16,-2.48912348264e-15)
539.2 (0.0,0.0,0.0)
539.4 (0.0,0.0,0.0)
539.6 (0.0,0.0,0.0)
539.8 (0.0,0.0,0.0)
540.0 (0.0,0.0,0.0)
540.2 (0.0,0.0,0.0)
540.4 (0.0,0.0,0.0)
540.6 (0.0,0.0,0.0)
540.8 (0.0,0.0,0.0)
541.0 (0.0,0.0,0.0)
541.2 (0.0,0.0,0.0)
541.4 (0.0,0.0,0.0)
541.6 (0.0,0.0,0.0)
541.8 (0.0,0.0,0.0)
542.0 (0.0,0.0,0.0)
542.2 (0.0,0.0,0.0)
542.4 (0.0,0.0,0.0)
542.6 (0.0,0.0,0.0)
542.8 (0.0,0.0,0.0)
543.0 (0.0,0.0,0.0)
543.2 (0.0,0.0,0.0)
543.4 (0.0,0.0,0.0)
543.6 (0.0,0.0,0.0)
543.8 (0.0,0.0,0.0)
544.0 (0.0,0.0,0.0)
544.2 (0.0,0.0,0.0)
544.4 (0.0,0.0,0.0)
544.6 (0.0,0.0,0.0)
544.8 (0.0,0.0,0.0)
545.0 (0.0,0.0,0.0)
545.2 (0.0,0.0,0.0)
545.4 (0.0,0.0,0.0)
545.6 (0.0,0.0,0.0)
545.8 (0.0,0.0,0.0)
546.0 (0.0,0.0,0.0)
546.2 (0.0,0.0,0.0)
546.4 (0.0,0.0,0.0)
546.6 (0.0,0.0,0.0)
546.8 (0.0,0.0,0.0)
547.0 (0.0,0.0,0.0)
547.2 (0.0,0.0,0.0)
547.4 (0.0,0.0,0.0)
547.6 (0.0,0.0,0.0)
547.8 (0.0,0.0,0.0)
548.0 (0.0,0.0,0.0)
548.2 (0.0,0.0,0.0)
548.4 (0.0,0.0,0.0)
548.6 (0.0,0.0,0.0)
548.8 (0.0,0.0,0.0)
549.0 (0.0,0.0,0.0)
549.2 (0.0,0.0,0.0)
549.4 (0.0,0.0,0.0)
549.6 (0.0,0.0,0.0)
549.8 (0.0,0.0,0.0)
550.0 (0.0,0.0,0.0)
550.2 (0.0,0.0,0.0)
550.4 (0.0,0.0,0.0)
550.6 (0.0,0.0,0.0)
550.8 (0.0,0.0,0.0)
551.0 (0.0,0.0,0.0)
551.2 (0.0,0.0,0.0)
551.4 (0.0,0.0,0.0)
551.6 (0.0,0.0,0.0)
551.8 (0.0,0.0,0.0)
552.0 (0.0,0.0,0.0)
552.2 (0.0,0.0,0.0)
552.4 (0.0,0.0,0.0)
552.6 (0.0,0.0,0.0)
552.8 (0.0,0.0,0.0)
553.0 (0.0,0.0,0.0)
553.2 (0.0,0.0,0.0)
553.4 (0.0,0.0,0.0)
553.6 (0.0,0.0,0.0)
553.8 (0.0,0.0,0.0)
554.0 (0.0,0.0,0.0)
554.2 (0.0,0.0,0.0)
554.4 (0.0,0.0,0.0)
554.6 (0.0,0.0,0.0)
554.8 (0.0,0.0,0.0)
555.0 (0.0,0.0,0.0)
555.2 (0.0,0.0,0.0)
555.4 (0.0,0.0,0.0)
555.6 (0.0,0.0,0.0)
555.8 (0.0,0.0,0.0)
556.0 (0.0,0.0,0.0)
556.2 (0.0,0.0,0.0)
556.4 (0.0,0.0,0.0)
556.6 (0.0,0.0,0.0)
556.8 (0.0,0.0,0.0)
557.0 (0.0,0.0,0.0)
557.2 (0.0,0.0,0.0)
557.4 (0.0,0.0,0.0)
557.6 (0.0,0.0,0.0)
557.8 (0.0,0.0,0.0)
558.0 (0.0,0.0,0.0)
558.2 (0.0,0.0,0.0)
558.4 (0.0,0.0,0.0)
558.6 (0.0,0.0,0.0)
558.8 (0.0,0.0,0.0)
559.0 (0.0,0.0,0.0)
559.2 (0.0,0.0,0.0)
559.4 (0.0,0.0,0.0)
559.6 (0.0,0.0,0.0)
559.8 (0.0,0.0,0.0)
560.0 (0.0,0.0,0.0)
560.2 (0.0,0.0,0.0)
560.4 (0.0,0.0,0.0)
560.6 (0.0,0.0,0.0)
560.8 (0.0,0.0,0.0)
561.0 (0.0,0.0,0.0)
561.2 (0.0,0.0,0.0)
561.4 (0.0,0.0,0.0)
561.6 (0.0,0.0,0.0)
561.8 (0.0,0.0,0.0)
562.0 (0.0,0.0,0.0)
562.2 (0.0,0.0,0.0)
562.4 (0.0,0.0,0.0)
562.6 (0.0,0.0,0.0)
562.8 (0.0,0.0,0.0)
563.0 (0.0,0.0,0.0)
563.2 (0.0,0.0,0.0)
563.4 (0.0,0.0,0.0)
563.6 (0.0,0.0,0.0)
563.8 (0.0,0.0,0.0)
564.0 (0.0,0.0,0.0)
564.2 (0.0,0.0,0.0)
564.4 (0.0,0.0,0.0)
564.6 (0.0,0.0,0.0)
564.8 (0.0,0.0,0.0)
565.0 (0.0,0.0,0.0)
565.2 (0.0,0.0,0.0)
565.4 (0.0,0.0,0.0)
565.6 (0.0,0.0,0.0)
565.8 (0.0,0.0,0.0)
566.0 (0.0,0.0,0.0)
566.2 (0.0,0.0,0.0)
566.4 (0.0,0.0,0.0)
566.6 (0.0,0.0,0.0)
566.8 (0.0,0.0,0.0)
567.0 (0.0,0.0,0.0)
567.2 (0.0,0.0,0.0)
567.4 (0.0,0.0,0.0)
567.6 (0.0,0.0,0.0)
567.8 (0.0,0.0,0.0)
568.0 (0.0,0.0,0.0)
568.2 (0.0,0.0,0.0)
568.4 (0.0,0.0,0.0)
568.6 (0.0,0.0,0.0)
568.8 (0.0,0.0,0.0)
569.0 (0.0,0.0,0.0)
569.2 (0.0,0.0,0.0)
569.4 (0.0,0.0,0.0)
569.6 (0.0,0.0,0.0)
569.8 (0.0,0.0,0.0)
570.0 (0.0,0.0,0.0)
570.2 (0.0,0.0,0.0)
570.4 (0.0,0.0,0.0)
570.6 (0.0,0.0,0.0)
570.8 (0.0,0.0,0.0)
571.0 (0.0,0.0,0.0)
571.2 (0.0,0.0,0.0)
571.4 (0.0,0.0,0.0)
571.6 (0.0,0.0,0.0)
571.8 (0.0,0.0,0.0)
572.0 (0.0,0.0,0.0)
572.2 (0.0,0.0,0.0)
572.4 (0.0,0.0,0.0)
572.6 (0.0,0.0,0.0)
572.8 (0.0,0.0,0.0)
573.0 (0.0,0.0,0.0)
573.2 (0.0,0.0,0.0)
573.4 (0.0,0.0,0.0)
573.6 (0.0,0.0,0.0)
573.8 (0.0,0.0,0.0)
574.0 (0.0,0.0,0.0)
574.2 (0.0,0.0,0.0)
574.4 (0.0,0.0,0.0)
574.6 (0.0,0.0,0.0)
574.8 (0.0,0.0,0.0)
575.0 (0.0,0.0,0.0)
575.2 (0.0,0.0,0.0)
575.4 (0.0,0.0,0.0)
575.6 (0.0,0.0,0.0)
575.8 (0.0,0.0,0.0)
576.0 (0.0,0.0,0.0)
576.2 (0.0,0.0,0.0)
576.4 (0.0,0.0,0.0)
576.6 (0.0,0.0,0.0)
576.8 (0.0,0.0,0.0)
577.0 (0.0,0.0,0.0)
577.2 (0.0,0.0,0.0)
577.4 (0.0,0.0,0.0)
577.6 (0.0,0.0,0.0)
577.8 (0.0,0.0,0.0)
578.0 (0.0,0.0,0.0)
578.2 (0.0,0.0,0.0)
578.4 (0.0,0.0,0.0)
578.6 (0.0,0.0,0.0)
578.8 (0.0,0.0,0.0)
579.0 (0.0,0.0,0.0)
579.2 (0.0,0.0,0.0)
579.4 (0.0,0.0,0.0)
579.6 (0.0,0.0,0.0)
579.8 (0.0,0.0,0.0)
580.0 (0.0,0.0,0.0)
580.2 (0.0,0.0,0.0)
580.4 (0.0,0.0,0.0)
580.6 (0.0,0.0,0.0)
580.8 (0.0,0.0,0.0)
581.0 (0.0,0.0,0.0)
581.2 (0.0,0.0,0.0)
581.4 (0.0,0.0,0.0)
581.6 (0.0,0.0,0.0)
581.8 (0.0,0.0,0.0)
582.0 (0.0,0.0,0.0)
582.2 (0.0,0.0,0.0)
582.4 (0.0,0.0,0.0)
582.6 (0.0,0.0,0.0)
582.8 (0.0,0.0,0.0)
