# The energy threshold above which the kinetic energy of a charged particle should be to take part in the electrical field calculations is 0.1 MeV
# time (ns)	electric field (V/m)
# Antenna 0 at (0m, -90m, 10m) (Geant4 coordinates)
526.2 (-1.42705963987874e-10,3.86115828431975e-12,4.65186616626892e-11)
526.4 (2.7089057255226e-10,-1.67226063651405e-11,-1.83666004460318e-10)
526.6 (-7.95212575960388e-11,9.25878513031089e-12,1.00390371224863e-10)
526.8 (-1.84326192552222e-10,-1.27298362810456e-12,-2.74152548218797e-11)
527 (-3.83868642358595e-11,3.18770772153569e-12,3.38164971296858e-11)
527.2 (1.08692941731599e-10,1.07355928645242e-12,9.55746395961684e-12)
527.4 (-2.34388149524888e-10,-4.90823053043277e-13,-8.11786110981275e-12)
527.6 (2.58048001034751e-10,6.83894035833082e-12,7.96679599708485e-11)
527.8 (-5.11326973679511e-11,-3.53904480845563e-12,-3.67644483759733e-11)
528 (1.68170264934556e-10,6.57955477969257e-12,6.44318281134729e-11)
528.2 (-1.23018999496241e-10,1.32126974665756e-12,1.62167320399519e-11)
528.4 (5.87317931334392e-11,-1.9788911214667e-11,-2.07157298129813e-10)
528.6 (-2.06642730275463e-10,-2.95013699916705e-12,-4.53512853732482e-11)
528.8 (5.75325031267873e-11,1.45220800927066e-11,1.54207380954837e-10)
529 (2.8215031977271e-11,1.59287110022862e-11,1.80643067131559e-10)
529.2 (-1.38455481283028e-11,2.30335771999803e-11,2.5271758896721e-10)
529.4 (6.87250253026656e-11,-2.2804834208344e-11,-2.51842396427492e-10)
529.6 (-3.37071517554025e-12,6.47069290807457e-12,6.48841595485433e-11)
529.8 (-1.74511337018284e-10,-1.19689241798883e-11,-1.31745577754398e-10)
530 (-7.12724811111605e-12,-4.44167868276262e-12,-5.36054364092369e-11)
530.2 (5.15443508818545e-11,4.80476183576062e-12,3.76167514272803e-11)
530.4 (1.39097725532713e-10,2.98279541645222e-12,4.40813367175624e-11)
530.6 (1.0377416084456e-10,-4.21745408622453e-12,-4.12040816310689e-11)
530.8 (-1.49790906551698e-10,-1.00846179584413e-11,-1.05710894697293e-10)
531 (-8.84987404949748e-11,1.03057831877534e-11,1.01717110708839e-10)
531.2 (7.67312154900083e-11,3.69165229716746e-12,5.68664595457949e-11)
531.4 (1.03738708562997e-10,-2.05948049255571e-11,-2.46841004054852e-10)
531.6 (-4.21267337449927e-11,1.73193234945928e-11,1.92480483109792e-10)
531.8 (-3.07223591946914e-13,-3.30485829495586e-12,-3.65055764256337e-11)
532 (-2.99907834977065e-11,-5.10908309159909e-12,-5.90419423116181e-11)
532.2 (-1.76972773198465e-10,1.34524130383967e-11,1.47322972964266e-10)
532.4 (2.82852989504946e-10,-1.71928046552414e-11,-1.89425661085335e-10)
532.6 (-1.68545804723875e-10,-1.81559492646534e-12,-2.84732618041972e-11)
532.8 (-2.37436622834135e-10,1.02962610927874e-11,1.20061193442948e-10)
533 (4.82014836850675e-10,-1.48381208791418e-11,-1.68153068241574e-10)
533.2 (-8.38261402888111e-11,8.7270156615219e-12,9.99697052132129e-11)
533.4 (-7.16912134386525e-11,-3.27985635978759e-12,-4.11375847956877e-11)
533.6 (4.15667092884599e-11,5.59160664330333e-12,6.0320090085346e-11)
533.8 (-2.46086677083761e-11,5.90680334884781e-12,5.60655204158159e-11)
534 (-1.86011314938001e-11,-2.05864213786771e-12,-2.00126176870347e-11)
534.2 (2.92440207658963e-12,-2.73787706875173e-11,-3.11181198627699e-10)
534.4 (-2.76445087982232e-12,2.98630368342924e-11,3.28361099612454e-10)
534.6 (-5.60632621424627e-11,-2.60393780809213e-12,-2.92199616036192e-11)
534.8 (-4.91408467231252e-11,-8.92394082638418e-12,-1.01806245130465e-10)
535 (6.479513946588e-11,5.93177479085442e-12,6.67253591012145e-11)
535.2 (-1.13056264352931e-10,3.66334724903518e-13,5.63919091942798e-12)
535.4 (1.90199972058003e-10,1.94538848710174e-12,2.40430653747769e-11)
535.6 (-8.26238712912989e-11,-1.62748346598648e-12,-2.2433862399629e-11)
535.8 (-2.98066409159837e-11,1.1172129348548e-12,1.16084823056626e-11)
536 (1.64131523449473e-10,2.60763668211054e-12,2.88391190994904e-11)
536.2 (-1.2372969566572e-10,2.02416304444474e-12,2.66755279797344e-11)
536.4 (9.88692960227853e-11,-1.0187799619317e-11,-1.13595186832273e-10)
536.6 (1.7484582055631e-10,1.280996211817e-11,1.30227335812923e-10)
536.8 (-1.91036709468471e-10,-8.92057001495907e-12,-9.33551575050532e-11)
537 (-8.01752788631494e-11,5.64045096525079e-12,6.05865247053167e-11)
537.2 (7.23274119390732e-12,3.42016675796863e-12,3.69400288613557e-11)
537.4 (-7.16752614096865e-11,1.39627369301458e-11,1.59943579535992e-10)
537.6 (-1.01574451747461e-11,-8.08241793394338e-12,-1.03892815590086e-10)
537.8 (1.62358664999246e-10,-1.29894627333735e-11,-1.40856709150269e-10)
538 (-5.39955293558202e-11,6.04998017866651e-12,6.90182510707904e-11)
538.2 (-1.67995296753675e-10,1.10490577746557e-11,1.30957672414487e-10)
538.4 (1.44296375706121e-10,-2.8080068323928e-11,-3.24361212423127e-10)
538.6 (1.20021290060579e-10,1.74897415185149e-11,1.87644182413521e-10)
538.8 (-1.41327058251255e-10,2.29114684256155e-12,3.19927882747739e-11)
539 (8.8900021398331e-11,-4.84221086179739e-13,-1.46139998405142e-11)
539.2 (3.89237680613532e-11,-6.98645752134784e-12,-7.72481586388065e-11)
539.4 (-4.0968676042229e-11,4.70626532341265e-12,4.61887454221605e-11)
539.6 (5.17207435845543e-11,2.08332525241089e-11,2.31627756008982e-10)
539.8 (-1.03855723184123e-10,-2.2236054251346e-11,-2.35974788090472e-10)
540 (8.53090541181324e-11,-8.83698394811369e-12,-1.02342190650853e-10)
540.2 (-1.96934515728015e-11,5.62576144612248e-12,5.38084615543397e-11)
540.4 (7.52196488974618e-11,2.73463156616461e-12,3.53075110425513e-11)
540.6 (-9.10246945299673e-11,1.13717354122414e-11,1.24433980015818e-10)
540.8 (-8.00669867053892e-11,-6.93894813164139e-12,-9.28589902997009e-11)
541 (1.09129008502424e-10,-3.9653804857777e-12,-4.15015037133437e-11)
541.2 (-9.52255124275791e-12,-4.6330935965042e-12,-5.08606198846613e-11)
541.4 (-9.74870278352062e-11,-4.18532545565735e-12,-4.36652673509031e-11)
541.6 (5.63176391235314e-11,7.49169665432262e-12,8.46092774095903e-11)
541.8 (-7.24316679984105e-11,1.30498094576206e-12,-1.13863024041456e-12)
542 (3.67380934537486e-11,-3.00442272299249e-12,-3.21430400455376e-11)
542.2 (3.24740313362717e-11,-1.59964764062456e-12,-1.79128885793694e-11)
542.4 (-1.05634217431006e-10,6.48995961416543e-12,6.53282754172383e-11)
542.6 (1.01761794540299e-10,1.47985661711397e-12,1.94413935313084e-11)
542.8 (-9.45939303143715e-11,-5.43711717613981e-12,-6.66316614445973e-11)
543 (1.08471625862425e-10,2.91440674248374e-12,4.269302883266e-11)
543.2 (-9.47239977662915e-11,-8.9831074417711e-12,-1.042681197328e-10)
543.4 (7.9568826210426e-11,7.58841331615931e-12,7.4830943460965e-11)
543.6 (-6.10428859890629e-11,3.97790102074693e-12,5.40319742598261e-11)
543.8 (5.53399641737734e-11,1.09826749079506e-12,8.05731058831503e-12)
544 (-1.45901171056622e-10,-2.56467556134864e-12,-2.78666975063283e-11)
544.2 (1.25785514976211e-10,7.26035173077527e-12,7.68779143751295e-11)
544.4 (5.7218556831954e-11,-3.22640917144777e-12,-3.54723750784292e-11)
544.6 (-2.10277502433415e-11,-6.77770999676232e-12,-7.90440610293211e-11)
544.8 (1.49859770288016e-11,3.36801983703654e-12,3.60728402809178e-11)
545 (4.14276401603585e-11,-1.03577808542175e-11,-1.14814983487634e-10)
545.2 (-4.03485583724067e-11,1.2338341162129e-11,1.37578508961757e-10)
545.4 (-6.25690794699892e-11,3.51167734068538e-13,-4.60741918045235e-12)
545.6 (6.21621381738137e-11,-1.14233306370208e-11,-1.17681133879593e-10)
545.8 (-4.14806342706703e-11,1.31949180939661e-11,1.43716990376172e-10)
546 (8.58287150762155e-11,-7.44479443706788e-12,-7.73477260722595e-11)
546.2 (-1.21270165778507e-10,4.74842167269576e-12,4.61388834432178e-11)
546.4 (1.75750014464592e-11,-2.04271326555683e-12,-2.8346834888996e-11)
546.6 (-3.16952475555714e-11,5.27525132682711e-12,6.34073197232282e-11)
546.8 (7.29792123339682e-11,-5.16359882661135e-12,-6.53291027816729e-11)
547 (-6.49590301779688e-12,-1.17928881278275e-12,-1.27934621819427e-11)
547.2 (-4.02443541337733e-11,-1.3327710886105e-12,-1.79978171297588e-11)
547.4 (5.54069826448289e-12,3.27260905846657e-12,4.04742028478778e-11)
547.6 (-3.83378727810411e-11,-1.2347871907184e-11,-1.44195843326505e-10)
547.8 (-3.35159370275e-12,4.6165444856307e-12,5.28156989860229e-11)
548 (-4.41035555175497e-11,2.13273197229073e-12,2.6199580317086e-11)
548.2 (2.48876949829735e-10,4.23487047814759e-12,3.84385144438987e-11)
548.4 (-1.72126184415832e-10,-6.77507939860444e-12,-7.9507473644637e-11)
548.6 (1.0261302940692e-10,8.96625647713358e-12,1.06220143711066e-10)
548.8 (-1.57751096707723e-10,-7.72734227187e-12,-8.61975667860403e-11)
549 (6.72723940352315e-11,6.51056696449322e-13,6.38445242081483e-12)
549.2 (1.17541817223002e-10,4.63823750876881e-12,5.44107410802653e-11)
549.4 (-5.70721854792066e-11,-2.01906904428257e-13,-4.50859828629757e-12)
549.6 (-3.75396612965043e-11,-4.6757881375732e-12,-5.69105389423273e-11)
549.8 (-4.0333061468543e-11,7.70597076910558e-12,8.46435392442391e-11)
550 (2.09669976863634e-11,-4.81686092987829e-12,-5.13784528925674e-11)
550.2 (-2.87448066125421e-11,3.50153177075801e-12,4.07507209404689e-11)
550.4 (-9.72551333836908e-12,-2.16863458329238e-12,-2.88248032035727e-11)
550.6 (-1.64559585582654e-11,1.46987851180269e-12,1.35769102946886e-11)
550.8 (6.01395514402308e-11,-5.72068571098338e-12,-5.12748699732789e-11)
551 (-3.35742959780035e-11,8.25809730116753e-12,8.29889959567059e-11)
551.2 (3.18477978090428e-12,-2.67680295536361e-12,-3.70425071103371e-11)
551.4 (4.00313504882671e-11,-7.26914567561628e-12,-7.35704746068973e-11)
551.6 (-7.57286581072969e-11,2.25637384664489e-12,1.59962440505808e-11)
551.8 (2.02449955909316e-10,2.29098415477979e-12,3.41349760034464e-11)
552 (-2.1048123975489e-10,-3.17364217142051e-13,-1.24910871198813e-11)
552.2 (-5.54214824370097e-12,3.64979587812907e-12,4.15454093131953e-11)
552.4 (1.53395565688317e-10,-8.11120232480022e-12,-8.5894351615204e-11)
552.6 (2.2767370186282e-11,6.06895662998454e-12,5.93324233696994e-11)
552.8 (-2.28094319447744e-10,5.76391856713478e-12,6.79765682376963e-11)
553 (9.75749923984463e-11,-5.18176645649094e-12,-6.04114224003028e-11)
553.2 (9.84275209009563e-11,3.47585571921073e-12,3.98914713992817e-11)
553.4 (-4.1614594007749e-11,-1.62468270770726e-11,-1.80372566575691e-10)
553.6 (-1.35653520671493e-11,8.77039602494e-12,9.31697213496383e-11)
553.8 (5.18207560941556e-11,5.05095983993405e-12,5.42076103723484e-11)
554 (-7.09176809750038e-11,-1.68757425348803e-13,-3.12393604183903e-12)
554.2 (3.40275774204551e-11,-9.2760321009314e-13,-7.78063679335922e-12)
554.4 (-5.3191540945646e-11,1.45366472380769e-12,2.09819422477189e-11)
554.6 (1.87883506226231e-11,6.14972996408168e-12,6.54870044493766e-11)
554.8 (2.66662977853365e-11,-5.46301819631382e-12,-6.28178070287266e-11)
555 (-5.28202945154498e-11,4.67557392879363e-12,5.08769647883636e-11)
555.2 (7.78290015169159e-11,6.02276958517919e-12,7.13039741397654e-11)
555.4 (7.29465072120873e-11,-1.07577672593473e-11,-1.21768103724763e-10)
555.6 (-1.28909363376071e-10,-4.54807744586407e-12,-6.36589783302401e-11)
555.8 (-1.22026027704265e-11,-2.51894854771122e-12,-1.77827816338618e-11)
556 (4.00009010651793e-11,2.77544888997226e-12,2.76110722304895e-11)
556.2 (3.77524614641318e-12,7.23201011089014e-12,8.65189915857841e-11)
556.4 (8.25630387258405e-13,1.06066454788643e-11,1.17980829131088e-10)
556.6 (-4.58250568069793e-11,-1.60308151329633e-11,-1.81690319665433e-10)
556.8 (1.9167411983661e-11,-1.82954424457628e-12,-2.46213303162432e-11)
557 (-3.29634459620666e-12,-1.39841559764218e-12,-1.51809613904229e-11)
557.2 (-3.15062732666816e-11,6.15931374984014e-12,6.41289744613476e-11)
557.4 (-8.00526263056834e-11,-1.51458650764563e-11,-1.68538882925451e-10)
557.6 (1.07880697889476e-10,1.23006448644186e-11,1.34222198451908e-10)
557.8 (-2.86123820286841e-11,3.50464848414357e-12,4.56655940886705e-11)
558 (6.24982068829301e-11,-4.56285946125951e-13,-2.46574331380557e-12)
558.2 (-3.06535975240389e-11,-6.25494993401985e-12,-7.60341660035064e-11)
558.4 (3.52167510051043e-11,1.68228085293477e-11,1.98636496091545e-10)
558.6 (-2.90107794018132e-12,-2.91338486577797e-12,-4.48502435089432e-11)
558.8 (-4.8815209313024e-11,-1.87382068899065e-11,-2.11544415651211e-10)
559 (-5.17475103886849e-12,1.37984374348942e-11,1.52702506680267e-10)
559.2 (-2.42400848058727e-11,-5.96066826156223e-13,-3.32581422312645e-12)
559.4 (1.43539753173075e-11,-4.43323810422228e-12,-5.54789299761753e-11)
559.6 (-3.353464604826e-11,1.17409279643972e-11,1.40568840054838e-10)
559.8 (6.33451745772304e-11,-1.24727560845361e-11,-1.47883876342108e-10)
560 (-7.26647942227561e-13,-6.22433981982529e-12,-7.19741999385438e-11)
560.2 (-6.05964049911257e-11,8.17972187227838e-12,8.57463665979933e-11)
560.4 (6.02450495572613e-11,-3.06146667469867e-13,5.98977182947617e-12)
560.6 (-4.21904728300604e-11,-3.15744791696947e-13,-6.64926537379055e-12)
560.8 (-3.14686171523541e-11,5.87060753910211e-13,6.71579748121879e-12)
561 (4.89808451141852e-11,6.98899114492662e-12,8.68084076074462e-11)
561.2 (1.0044441389749e-10,1.72421869925568e-12,1.0874631998775e-11)
561.4 (1.87690413252664e-11,-1.06271131598756e-11,-1.15929925674545e-10)
561.6 (-1.03151669813989e-10,-3.99719496368216e-13,-8.48632536200332e-12)
561.8 (7.43928221717942e-11,4.71936685422021e-12,5.29282507792501e-11)
562 (-6.49523268443548e-11,-1.04634063461983e-12,-1.72938005202878e-11)
562.2 (-1.89538532616797e-11,4.50083626524417e-12,5.41083333808448e-11)
562.4 (4.75783611900623e-11,-9.7244355184255e-13,-1.00806485432868e-11)
562.6 (-2.4785840965079e-11,-7.05272879187679e-12,-8.0260966336219e-11)
562.8 (4.35688233635319e-11,1.41602437691773e-11,1.63299042474117e-10)
563 (-7.68783301526683e-11,-1.07053274127899e-11,-1.30734841509482e-10)
563.2 (1.25802209696584e-11,8.7716840083092e-12,1.03039680469205e-10)
563.4 (2.26788523037291e-11,-4.35566734077924e-12,-5.01777019418194e-11)
563.6 (-1.10656067356518e-11,-4.1000468134687e-12,-5.23866553686757e-11)
563.8 (2.05483601392003e-11,-5.14856098527451e-12,-4.68055220932115e-11)
564 (-2.1499909641561e-11,7.31738463414141e-12,7.05624501526143e-11)
564.2 (-3.57567760666026e-11,5.08277588057101e-12,5.48659737331372e-11)
564.4 (-1.28647873571795e-11,-1.21444483974295e-11,-1.32221737405226e-10)
564.6 (-1.71643595316493e-11,3.28626568511723e-12,3.8473228999664e-11)
564.8 (6.7045239338525e-12,4.28104333273928e-12,4.28052662633389e-11)
565 (5.42117134240835e-12,2.56348573739444e-13,6.72140050733107e-12)
565.2 (-7.0250259992913e-12,-7.87553609609957e-13,-1.1699920006625e-11)
565.4 (-6.33798014493809e-12,-1.4052603901566e-11,-1.55878128065198e-10)
565.6 (7.08917531717118e-11,1.04887673279981e-11,1.14462935621306e-10)
565.8 (-4.36382245320441e-11,1.66717990389175e-14,-4.31962483331387e-14)
566 (-3.33553661756074e-11,1.0132774486631e-12,1.12234064543972e-11)
566.2 (-3.41584821208707e-11,1.46630989714468e-12,2.0995925094963e-11)
566.4 (6.99343923994764e-11,-2.11558071296579e-12,-2.88956678409071e-11)
566.6 (-4.94909450666451e-11,3.30389418747969e-13,3.90641319300779e-12)
566.8 (3.97997296385927e-11,6.11634549278791e-12,6.68740511959979e-11)
567 (6.09287009602031e-12,-5.0515992742456e-12,-4.98230211753377e-11)
567.2 (-1.45968834142996e-11,-1.2626332123104e-12,-1.89208739810762e-11)
567.4 (4.1844509930693e-11,9.34660261041043e-13,8.05401228028924e-12)
567.6 (-5.21479658473293e-12,2.03300977707976e-12,2.4414055806565e-11)
567.8 (-6.87326945448475e-11,-2.05759620813746e-12,-2.51638408728585e-11)
568 (8.26274696267556e-11,3.22667634865801e-12,3.80659043185071e-11)
568.2 (8.59331501209714e-12,-7.84755324041462e-12,-9.3064486564957e-11)
568.4 (1.13999737212202e-11,4.0375833538732e-13,1.17399613977074e-12)
568.6 (-9.36415002164784e-12,5.6816762773165e-12,6.93883045044717e-11)
568.8 (6.63473637697833e-12,2.43354929789421e-12,2.82341652474314e-11)
569 (1.63853015286851e-11,-3.59514834511635e-12,-4.62423025589693e-11)
569.2 (-4.7962049424934e-11,-3.05344005081414e-12,-2.99493336540566e-11)
569.4 (1.74506534752163e-11,4.38286951186792e-13,5.64277164952703e-12)
569.6 (7.89381578598469e-11,1.55647134878082e-12,2.03232833992335e-11)
569.8 (-9.55049084096993e-11,3.90402544120946e-12,3.96435908271865e-11)
570 (8.09943404545236e-12,-2.06939931995309e-12,-2.20862566527079e-11)
570.2 (-1.22368153229435e-11,6.67064100458792e-12,7.9912663518655e-11)
570.4 (-4.72806057274115e-11,-4.85338667775472e-12,-6.06044085005569e-11)
570.6 (7.91328065160757e-11,-1.00778023748082e-12,-1.21523981780794e-11)
570.8 (-2.83081290384171e-11,4.79298044726418e-12,5.3967045655451e-11)
571 (-1.09409169962592e-11,-6.99586579913679e-12,-8.25430108076294e-11)
571.2 (4.27877275213074e-11,2.45781556770507e-12,2.82462812972886e-11)
571.4 (7.44374650279252e-12,-2.18153832737176e-12,-2.52639405472124e-11)
571.6 (2.22521145015391e-11,-2.60357267303992e-13,-4.64800049683081e-12)
571.8 (-4.59211099100261e-11,2.06318490735894e-12,2.77531769516683e-11)
572 (2.4046577931586e-11,-3.28778445075667e-12,-4.13350013583786e-11)
572.2 (-1.29322217178897e-11,1.19157499967223e-12,1.37142970783368e-11)
572.4 (1.36294977665398e-11,-2.8174236085981e-12,-3.07962201152227e-11)
572.6 (-5.94731465786237e-11,7.87663803818184e-12,9.2805819819169e-11)
572.8 (1.05914768550364e-11,-8.61744694639673e-12,-9.95596529740471e-11)
573 (3.12002764802662e-11,2.44776471267564e-12,2.51424801411032e-11)
573.2 (-1.09201212703259e-10,2.19740249893913e-12,1.95618805579575e-11)
573.4 (7.24102325269627e-11,-3.83140830992028e-12,-4.39103002511942e-11)
573.6 (3.83988250919532e-11,4.05811511254712e-13,5.43490692004481e-12)
573.8 (-3.0772113385525e-11,-8.86912846375034e-14,2.73301146694649e-13)
574 (1.0700833541966e-11,1.8564292050289e-13,2.55042224739243e-13)
574.2 (1.75955537074587e-11,2.32501836766962e-12,2.79592259848265e-11)
574.4 (1.30970733008689e-11,9.01181964435542e-13,1.05815507295762e-11)
574.6 (-4.07071498688058e-11,-6.91242638682872e-13,-9.1444045544341e-12)
574.8 (2.65284165425048e-11,5.3204150981765e-13,7.25407176661909e-12)
575 (-2.59918775569981e-11,2.980564347864e-13,6.72883086641559e-12)
575.2 (5.35051773106437e-11,-6.06152284563435e-12,-6.68293427153215e-11)
575.4 (-6.46574490799383e-11,2.19490047768221e-12,2.27138284452313e-11)
575.6 (8.81467366174416e-11,3.1577351977513e-12,3.20500990040162e-11)
575.8 (-2.71863930470888e-11,-1.36260684334806e-12,-1.32670786945156e-11)
576 (-3.41909647701403e-11,-5.06060437933933e-12,-6.04696950821655e-11)
576.2 (2.3556911718182e-11,4.19388137829774e-12,5.20289408808115e-11)
576.4 (-2.41166206399367e-11,2.55232260723178e-12,2.90494243475929e-11)
576.6 (2.47184216436465e-11,3.01914906632047e-12,3.62642127402202e-11)
576.8 (-8.62046439259994e-12,-5.07369185099983e-12,-5.94155427578969e-11)
577 (1.11595859001806e-11,2.44079921200733e-12,2.61925853169069e-11)
577.2 (-1.33406013928109e-11,-3.142205387099e-13,-2.6569883319005e-12)
577.4 (-1.17185166499554e-11,-3.13771146311805e-12,-3.991883675865e-11)
577.6 (9.63172610215947e-12,6.97258298746213e-12,8.58559669729811e-11)
577.8 (-3.94726164765073e-11,-3.29606206546541e-12,-4.12143921977924e-11)
578 (5.22784521712632e-11,1.42279184923511e-12,1.49603719393641e-11)
578.2 (-2.07090275653021e-11,-2.3791566567951e-12,-2.87522775339922e-11)
578.4 (-4.33699730476689e-12,-3.46498519681616e-13,-4.5729758089457e-12)
578.6 (1.0088897319546e-11,1.33816065929746e-12,1.84289301325578e-11)
578.8 (-2.27422409951141e-11,2.51973333390299e-12,2.55633335214692e-11)
579 (-1.07982646779351e-11,-1.71151927857192e-12,-1.77416543655802e-11)
