# The energy threshold above which the kinetic energy of a charged particle should be to take part in the electrical field calculations is 0.1 MeV
# time (ns)	electric field (V/m)
# Antenna 0 at (0m, -90m, 10m) (Geant4 coordinates)
491.2 (6.4489413117484e-11,9.00875273315974e-12,7.54678286337617e-11)
491.4 (8.98371223867041e-12,3.06379958829273e-13,2.90114079086734e-12)
491.6 (-1.6538038151262e-11,3.52583426536205e-12,2.94942437612781e-11)
491.8 (8.07546732103025e-12,-2.93549895996649e-12,-2.95406263093916e-11)
492 (-1.29319746593751e-12,-1.29522315139142e-13,-2.54622451790179e-12)
492.2 (1.23124957980297e-12,2.66395083186705e-13,1.7011631177539e-12)
492.4 (3.4635916968995e-12,1.2055238999566e-13,7.81922632084127e-13)
492.6 (-3.52791286054081e-12,-3.54839778275027e-14,-8.23251714561694e-13)
492.8 (1.98093476701789e-12,1.8500588019358e-13,1.64764262857666e-12)
493 (-2.43592955004679e-12,-1.6552038502426e-13,-2.69388853729839e-12)
493.2 (-2.16489242300055e-10,6.65789041365262e-12,4.01950707347154e-11)
493.4 (9.74476583357106e-10,7.42771189238636e-11,7.60826972439258e-10)
493.6 (-7.59970862778633e-10,-8.02527877798051e-11,-8.00635190181084e-10)
493.8 (2.43911558822449e-12,-6.91527809609808e-13,-7.6563932305824e-12)
494 (-7.60199937768161e-10,1.6186173230631e-11,1.29117870934288e-10)
494.2 (7.63580668736783e-10,-1.51046673398515e-11,-1.30596699482232e-10)
494.4 (-2.05319035250294e-10,4.1303075937308e-11,3.59767378994382e-10)
494.6 (6.98686281550624e-10,6.66845944953918e-12,9.56109581484744e-11)
494.8 (-1.16824980069064e-10,-1.65305548403967e-11,-1.74819184619441e-10)
495 (-4.70889141312563e-10,-3.09127352213102e-11,-3.01128914833568e-10)
495.2 (9.71420521234793e-11,-8.17303446277418e-12,-7.2638309594319e-11)
495.4 (2.79957693963083e-11,1.25588016570372e-11,1.16934943271922e-10)
495.6 (-2.97753177254117e-11,-3.47076231410095e-12,-3.49403231294887e-11)
495.8 (-2.99721100177328e-12,-1.00694854415365e-12,-1.02939509167685e-11)
496 (-1.42399917387523e-12,1.08137032703372e-12,9.62189151255738e-12)
496.2 (-2.48504557882633e-11,9.59212217445354e-13,5.86972315837645e-12)
496.4 (-6.29761426062016e-11,3.03425427801097e-12,2.41302370637929e-11)
496.6 (7.65651825922642e-11,-2.42723061849893e-12,-2.49035638717749e-11)
496.8 (1.8159577700172e-10,3.98242606357316e-11,3.41444644195316e-10)
497 (3.48651508789928e-10,-3.15723249543047e-11,-2.80431307664274e-10)
497.2 (-8.94567558651791e-10,1.08510902686012e-11,1.04798070462866e-10)
497.4 (3.96397961609316e-10,-1.65202824403987e-11,-1.61398008871002e-10)
497.6 (-1.02618620916566e-11,2.39068943856868e-11,2.41849193304723e-10)
497.8 (1.40471583361023e-10,-3.84267733027243e-11,-3.70478131392778e-10)
498 (7.1476664651399e-10,-3.46340735113254e-11,-2.85454082141476e-10)
498.2 (-8.75756480463938e-10,5.04723303543083e-11,4.17397610973755e-10)
498.4 (-7.28246585416101e-11,8.31456611223991e-11,7.3991002156527e-10)
498.6 (-4.50349254552587e-11,-9.3244280788003e-11,-8.48813244373991e-10)
498.8 (3.73562705214111e-10,-1.42444225417293e-12,6.64728075353355e-12)
499 (-7.17566106714071e-11,3.3964050254363e-11,3.10762703221116e-10)
499.2 (3.99626218427913e-10,-7.36857223158209e-11,-6.4423840279822e-10)
499.4 (-3.97467146198685e-11,7.84335539589797e-11,7.02047793187513e-10)
499.6 (-1.68143545555483e-10,-5.52289342613297e-11,-5.22544531865148e-10)
499.8 (-3.27134536258408e-10,4.28024346456607e-11,3.5700719409243e-10)
500 (-4.44230083021213e-11,-1.13521750181546e-11,-1.17251299329415e-10)
500.2 (-2.94768527040001e-11,-3.72172469818075e-11,-3.15828100853766e-10)
500.4 (-5.54047653700869e-10,-2.62768819383864e-11,-3.21803370558029e-10)
500.6 (6.38068933300092e-10,7.19899607172401e-11,6.9014304040054e-10)
500.8 (-1.20308825603102e-10,4.50868345145633e-12,2.81068633786174e-11)
501 (-5.43414245952772e-10,3.87423798031671e-11,3.22696014698219e-10)
501.2 (7.19234474953017e-10,-8.47493300658358e-11,-7.99689976408016e-10)
501.4 (3.24928508037137e-10,1.31384881052294e-10,1.24187270041483e-09)
501.6 (-1.28241531340046e-09,-2.43458035185001e-11,-3.34735476635462e-10)
501.8 (8.16777371922194e-10,-6.64624726222658e-11,-5.81696778250676e-10)
502 (1.95294604005304e-10,-6.18622527399026e-13,7.90029953263618e-11)
502.2 (-5.00303567918222e-10,-3.85050779155362e-11,-5.05148173502669e-10)
502.4 (2.86929238083033e-10,1.15718567309775e-10,1.16304801741297e-09)
502.6 (7.69602074804128e-10,-1.10573592895589e-10,-1.07066746703335e-09)
502.8 (-2.24270412743763e-10,1.10873487274469e-10,1.05128303603063e-09)
503 (-1.13776262224261e-09,-8.87115705406386e-11,-9.54349787146882e-10)
503.2 (-1.08748644637002e-09,1.36715192520747e-10,1.22333593526295e-09)
503.4 (1.93862683228746e-09,1.67703810665586e-10,1.60599652244363e-09)
503.6 (9.85660894656836e-10,-3.77131969211676e-10,-3.46786899637077e-09)
503.8 (-5.31741903394959e-10,2.091165789906e-11,-1.98906765862e-12)
504 (-1.41609748784889e-09,2.84928069069333e-11,2.86833490853698e-10)
504.2 (2.31083387506663e-09,2.25609726698969e-10,2.13471619943619e-09)
504.4 (2.50352863379162e-09,-3.14780967927047e-10,-2.6899056941598e-09)
504.6 (-1.76662961546341e-09,-1.67006624161059e-10,-1.77152997475631e-09)
504.8 (-2.61901976151441e-09,4.444221553071e-10,3.92356499351788e-09)
505 (-6.61367217098739e-11,-8.39199024231077e-11,-9.72054149010885e-10)
505.2 (2.73194713392447e-09,3.57726404618423e-10,3.55201877168287e-09)
505.4 (-2.08594406312996e-10,-3.3830318736228e-10,-3.38080331588648e-09)
505.6 (-2.15750052762374e-09,-1.31182645574674e-10,-1.41221224041088e-09)
505.8 (-3.48643429804669e-09,9.70117195672022e-12,-3.95707328023424e-10)
506 (2.18280161654792e-09,2.23958717705283e-10,2.46580887238095e-09)
506.2 (1.12887436315839e-09,2.18874463724041e-10,2.24151544736073e-09)
506.4 (-3.56389069360948e-09,8.11242774343901e-11,-9.03357706742153e-12)
506.6 (1.93199812895669e-09,1.61411936912328e-10,1.67246255477495e-09)
506.8 (1.56570324623027e-09,-4.61585098101847e-10,-4.54416661944342e-09)
507 (1.01377951586749e-09,7.98511494273147e-11,5.80796352407371e-10)
507.2 (-2.6017267892282e-09,-5.62658867488665e-11,-7.40368541092592e-10)
507.4 (-2.73890974536232e-09,2.16205772561336e-10,1.32521328821066e-09)
507.6 (7.3632061915903e-09,9.87242456712022e-11,1.80006357407092e-09)
507.8 (-2.4027185237497e-09,-7.16129405033246e-10,-7.61034828130225e-09)
508 (2.25993735544559e-09,1.01987644973153e-09,1.01852003294512e-08)
508.2 (-6.50416205377022e-11,-9.63034587098972e-10,-9.65880611102664e-09)
508.4 (-2.52041878996294e-09,4.54338468635874e-10,3.86200655713335e-09)
508.6 (-3.6885505701218e-10,1.87084014364608e-10,1.48466561414946e-09)
508.8 (-1.03380184390436e-09,2.21508434661315e-10,2.04190410678873e-09)
509 (-2.70979458816316e-09,-1.52288574959457e-10,-2.01870067121506e-09)
509.2 (4.47910732984727e-09,2.20753024665367e-11,3.55363947894219e-10)
509.4 (-2.04258862469107e-09,-4.04125799258868e-10,-4.27812980461676e-09)
509.6 (2.4593867853554e-09,1.44813694147444e-10,1.1353273204128e-09)
509.8 (1.60933101416826e-10,5.02515348745048e-10,4.86993260134547e-09)
510 (-2.91454687472345e-11,-1.84810336887639e-10,-2.19345910958579e-09)
510.2 (3.31975852497781e-10,-2.44345743454289e-10,-2.86437865784237e-09)
510.4 (-1.64535829850817e-10,1.91989114365288e-10,1.95287425900879e-09)
510.6 (-3.57272011036766e-09,3.40563179519687e-10,3.10221383981839e-09)
510.8 (-1.25538457161461e-09,4.81961404594129e-11,-2.43683859856397e-10)
511 (-2.17160451368855e-09,1.82355494292608e-10,1.49583835165849e-09)
511.2 (4.05514714337215e-09,-4.51895495915837e-10,-4.52780610204946e-09)
511.4 (5.44323210491818e-10,1.46030169572893e-10,9.33153779451585e-10)
511.6 (3.27529732929506e-09,-5.52658904789259e-11,-2.26990714928989e-10)
511.8 (-2.7727637682938e-09,1.29947347604171e-10,7.55177551933456e-10)
512 (-1.0525179533691e-09,2.59749498650902e-10,2.5075242763055e-09)
512.2 (1.53527452831251e-09,-2.28805786165293e-10,-2.49150995157559e-09)
512.4 (3.60493735749903e-09,-2.95472545337583e-11,-5.18629666669404e-10)
512.6 (-2.05911646202859e-09,3.18345040878876e-10,3.17169156643464e-09)
512.8 (-6.82056539589365e-09,-1.7139022695991e-10,-2.53019978965358e-09)
513 (6.26069063579127e-09,-1.6249250282808e-10,-1.55938229719159e-09)
513.2 (3.84512065163244e-10,2.56569284842004e-10,2.52968933105787e-09)
513.4 (-1.61547718443031e-09,-8.70009836255169e-11,-1.06127990447477e-09)
513.6 (-1.2100451686579e-09,-1.34254750323173e-10,-1.62854002779442e-09)
513.8 (3.48345409282482e-10,5.83370489239071e-11,5.60550755437822e-10)
514 (2.9124245355623e-09,-7.98697609545194e-11,-7.68736022770089e-10)
514.2 (-2.2431299261981e-09,8.14686968294236e-11,6.19670977220719e-10)
514.4 (3.26540281762533e-09,-6.88519886785795e-11,-5.04045161764965e-10)
514.6 (-3.07275427956535e-09,8.22197048310415e-11,5.96490911542699e-10)
514.8 (1.01241620506481e-09,5.43320950319582e-12,-8.2597589927468e-11)
515 (-8.48915147652057e-10,1.03680267058891e-11,1.78360550196055e-10)
515.2 (9.72689916115982e-10,-2.70117463815737e-11,-3.72581400379449e-10)
515.4 (3.03429845391808e-10,-2.89661227666654e-11,-3.19419669541193e-10)
515.6 (-1.65517509901554e-09,-4.22225105523722e-11,-5.20191582617828e-10)
515.8 (-4.34862341519885e-10,2.246454811127e-11,1.90551353987943e-10)
516 (1.14005940797433e-09,-4.01511848440038e-12,-1.00717151109621e-11)
516.2 (3.21747349706064e-10,-1.34045323048428e-12,6.59143098300238e-13)
516.4 (-1.47899329649519e-10,-5.9302291849612e-11,-6.95491196484451e-10)
516.6 (4.66002263838076e-12,-1.01728106177546e-12,-1.47941481734463e-11)
516.8 (-1.17465922012809e-11,1.19427533750674e-11,1.25253054759746e-10)
517 (2.86661225303835e-15,6.45517348532643e-15,2.19688439426026e-14)
517.2 (-1.31216357341217e-12,1.98004949187223e-13,1.69254784867119e-12)
517.4 (6.09133806926573e-12,-6.43573302206362e-13,-5.45927227312705e-12)
517.6 (-5.02951307524907e-12,5.55234224973563e-13,4.00757220159135e-12)
517.8 (2.00006784185709e-13,-2.22621284365174e-13,-2.55424386474511e-12)
518 (-2.5827262853834e-13,3.00084064030806e-13,2.74053301058419e-12)
518.2 (1.0608716454052e-13,3.80587803177924e-14,1.93029079156532e-13)
518.4 (-1.58423467598041e-12,3.34352398127617e-13,3.66426355934714e-12)
518.6 (1.7051751987319e-11,4.74692786402697e-12,5.5037211134457e-11)
518.8 (5.45524915950785e-12,1.77828740171055e-12,2.06616484227237e-11)
519 (-1.19095857843729e-11,1.04784721680567e-12,9.99652985851265e-12)
519.2 (-9.25317017397703e-12,-7.76677369637239e-12,-8.90321143878989e-11)
519.4 (-2.9232066328852e-14,1.31873514002959e-14,4.41597572856439e-14)
519.6 (3.55036576850497e-16,5.34560655477379e-17,-4.95437464381078e-16)
519.8 (0,0,0)
520 (0,0,0)
520.2 (7.3222571394996e-11,-5.48772565244422e-13,-1.03097627484299e-11)
520.4 (-7.32137002275225e-11,5.49759788671759e-13,9.88211644099099e-12)
520.6 (0,0,0)
520.8 (-5.04641269327626e-15,1.5868889774095e-15,9.65242134058462e-15)
521 (-3.03297080173649e-14,1.11096579766924e-14,5.5743489154023e-14)
521.2 (-1.73558208259391e-15,7.20004464910105e-16,-6.42183507363664e-16)
521.4 (0,0,0)
521.6 (-1.1985903554251e-14,1.79609910157879e-15,5.3771935417988e-15)
521.8 (0,0,0)
522 (-7.39162911963431e-11,-5.70683446763006e-12,-4.83396657566555e-11)
522.2 (7.44848149763027e-11,5.85296306251424e-12,4.89810102326912e-11)
522.4 (0,0,0)
522.6 (-9.98765618458858e-11,-1.49854030028117e-11,-1.23721798352745e-10)
522.8 (9.98126166070848e-11,1.49936884995246e-11,1.2366135825368e-10)
523 (-2.54255956533893e-15,2.00963292353016e-17,-4.38600188117175e-15)
523.2 (-3.47198683379255e-16,3.45232905851613e-16,-2.75952629455992e-15)
523.4 (0,0,0)
523.6 (0,0,0)
523.8 (0,0,0)
524 (-5.97034329795073e-11,3.58393025601394e-12,3.83133352455112e-11)
524.2 (5.97152533547166e-11,-3.57373746928211e-12,-3.83194264329019e-11)
524.4 (0,0,0)
524.6 (-4.07231722844064e-14,9.60953661726018e-16,-3.90292399248022e-14)
524.8 (0,0,0)
525 (0,0,0)
525.2 (0,0,0)
525.4 (0,0,0)
525.6 (-8.7616390365583e-18,4.92394560768685e-15,2.49152942395512e-15)
525.8 (0,0,0)
526 (0,0,0)
526.2 (0,0,0)
526.4 (0,0,0)
526.6 (2.62494349929315e-15,7.23952463536381e-16,2.81886153181811e-15)
526.8 (0,0,0)
527 (0,0,0)
527.2 (0,0,0)
527.4 (0,0,0)
527.6 (0,0,0)
527.8 (0,0,0)
528 (0,0,0)
528.2 (0,0,0)
528.4 (0,0,0)
528.6 (0,0,0)
528.8 (0,0,0)
529 (0,0,0)
529.2 (-5.54917559623829e-16,5.33986009638984e-17,-2.31367051504306e-15)
529.4 (0,0,0)
529.6 (0,0,0)
529.8 (0,0,0)
530 (0,0,0)
530.2 (0,0,0)
530.4 (0,0,0)
530.6 (0,0,0)
530.8 (0,0,0)
531 (0,0,0)
531.2 (0,0,0)
531.4 (0,0,0)
531.6 (0,0,0)
531.8 (0,0,0)
532 (0,0,0)
532.2 (0,0,0)
532.4 (0,0,0)
532.6 (0,0,0)
532.8 (0,0,0)
533 (0,0,0)
533.2 (0,0,0)
533.4 (0,0,0)
533.6 (0,0,0)
533.8 (0,0,0)
534 (0,0,0)
534.2 (0,0,0)
534.4 (0,0,0)
534.6 (0,0,0)
534.8 (0,0,0)
535 (0,0,0)
535.2 (0,0,0)
535.4 (0,0,0)
535.6 (0,0,0)
535.8 (0,0,0)
536 (0,0,0)
536.2 (0,0,0)
536.4 (0,0,0)
536.6 (0,0,0)
536.8 (0,0,0)
537 (0,0,0)
537.2 (0,0,0)
537.4 (0,0,0)
537.6 (0,0,0)
537.8 (0,0,0)
538 (0,0,0)
538.2 (0,0,0)
538.4 (0,0,0)
538.6 (0,0,0)
538.8 (0,0,0)
539 (0,0,0)
539.2 (0,0,0)
539.4 (0,0,0)
539.6 (0,0,0)
539.8 (0,0,0)
540 (0,0,0)
540.2 (0,0,0)
540.4 (0,0,0)
540.6 (0,0,0)
540.8 (0,0,0)
541 (0,0,0)
541.2 (0,0,0)
541.4 (0,0,0)
541.6 (0,0,0)
541.8 (0,0,0)
542 (0,0,0)
542.2 (0,0,0)
542.4 (0,0,0)
542.6 (0,0,0)
542.8 (0,0,0)
543 (0,0,0)
543.2 (0,0,0)
543.4 (0,0,0)
543.6 (0,0,0)
543.8 (0,0,0)
544 (0,0,0)
544.2 (0,0,0)
544.4 (0,0,0)
544.6 (0,0,0)
544.8 (0,0,0)
545 (0,0,0)
545.2 (0,0,0)
545.4 (0,0,0)
545.6 (0,0,0)
545.8 (0,0,0)
546 (0,0,0)
546.2 (0,0,0)
546.4 (0,0,0)
546.6 (0,0,0)
546.8 (0,0,0)
547 (0,0,0)
547.2 (0,0,0)
547.4 (0,0,0)
547.6 (0,0,0)
547.8 (0,0,0)
548 (0,0,0)
548.2 (0,0,0)
548.4 (0,0,0)
548.6 (0,0,0)
548.8 (0,0,0)
549 (0,0,0)
549.2 (0,0,0)
549.4 (0,0,0)
549.6 (0,0,0)
549.8 (0,0,0)
550 (0,0,0)
550.2 (0,0,0)
550.4 (0,0,0)
550.6 (0,0,0)
550.8 (0,0,0)
551 (0,0,0)
551.2 (0,0,0)
551.4 (0,0,0)
551.6 (0,0,0)
551.8 (0,0,0)
552 (0,0,0)
552.2 (0,0,0)
552.4 (0,0,0)
552.6 (0,0,0)
552.8 (0,0,0)
553 (0,0,0)
553.2 (0,0,0)
553.4 (0,0,0)
553.6 (0,0,0)
553.8 (0,0,0)
554 (0,0,0)
554.2 (0,0,0)
554.4 (0,0,0)
554.6 (0,0,0)
554.8 (0,0,0)
555 (0,0,0)
555.2 (0,0,0)
555.4 (0,0,0)
555.6 (0,0,0)
555.8 (0,0,0)
556 (0,0,0)
556.2 (0,0,0)
556.4 (0,0,0)
556.6 (0,0,0)
556.8 (0,0,0)
557 (0,0,0)
557.2 (0,0,0)
557.4 (0,0,0)
557.6 (0,0,0)
557.8 (0,0,0)
558 (0,0,0)
558.2 (0,0,0)
558.4 (0,0,0)
558.6 (0,0,0)
558.8 (0,0,0)
559 (0,0,0)
559.2 (0,0,0)
559.4 (0,0,0)
559.6 (0,0,0)
559.8 (0,0,0)
560 (0,0,0)
560.2 (0,0,0)
560.4 (0,0,0)
560.6 (0,0,0)
560.8 (0,0,0)
561 (0,0,0)
561.2 (0,0,0)
561.4 (0,0,0)
561.6 (0,0,0)
561.8 (0,0,0)
562 (0,0,0)
562.2 (0,0,0)
562.4 (0,0,0)
562.6 (0,0,0)
562.8 (0,0,0)
563 (0,0,0)
563.2 (0,0,0)
563.4 (0,0,0)
563.6 (0,0,0)
563.8 (0,0,0)
564 (0,0,0)
564.2 (0,0,0)
564.4 (0,0,0)
564.6 (0,0,0)
564.8 (0,0,0)
565 (0,0,0)
565.2 (0,0,0)
565.4 (0,0,0)
565.6 (0,0,0)
565.8 (0,0,0)
566 (0,0,0)
566.2 (0,0,0)
566.4 (0,0,0)
566.6 (0,0,0)
566.8 (0,0,0)
567 (0,0,0)
567.2 (0,0,0)
567.4 (0,0,0)
567.6 (0,0,0)
567.8 (0,0,0)
568 (0,0,0)
568.2 (0,0,0)
568.4 (0,0,0)
568.6 (0,0,0)
568.8 (0,0,0)
569 (0,0,0)
569.2 (0,0,0)
569.4 (0,0,0)
569.6 (0,0,0)
569.8 (0,0,0)
570 (0,0,0)
570.2 (0,0,0)
570.4 (0,0,0)
570.6 (0,0,0)
570.8 (0,0,0)
571 (0,0,0)
571.2 (0,0,0)
571.4 (0,0,0)
571.6 (0,0,0)
571.8 (0,0,0)
572 (0,0,0)
572.2 (0,0,0)
572.4 (0,0,0)
572.6 (0,0,0)
572.8 (0,0,0)
573 (0,0,0)
573.2 (0,0,0)
573.4 (0,0,0)
573.6 (0,0,0)
573.8 (0,0,0)
574 (0,0,0)
574.2 (0,0,0)
574.4 (0,0,0)
574.6 (0,0,0)
574.8 (0,0,0)
575 (0,0,0)
575.2 (0,0,0)
575.4 (0,0,0)
575.6 (0,0,0)
575.8 (0,0,0)
576 (0,0,0)
576.2 (0,0,0)
576.4 (0,0,0)
576.6 (0,0,0)
576.8 (0,0,0)
577 (0,0,0)
577.2 (0,0,0)
577.4 (0,0,0)
577.6 (0,0,0)
577.8 (0,0,0)
578 (0,0,0)
578.2 (0,0,0)
578.4 (0,0,0)
578.6 (0,0,0)
578.8 (0,0,0)
579 (0,0,0)
579.2 (0,0,0)
579.4 (0,0,0)
579.6 (0,0,0)
579.8 (0,0,0)
580 (0,0,0)
580.2 (0,0,0)
580.4 (0,0,0)
580.6 (0,0,0)
580.8 (0,0,0)
581 (0,0,0)
581.2 (0,0,0)
581.4 (0,0,0)
581.6 (0,0,0)
581.8 (0,0,0)
582 (0,0,0)
582.2 (0,0,0)
582.4 (0,0,0)
582.6 (0,0,0)
582.8 (0,0,0)
583 (0,0,0)
583.2 (0,0,0)
583.4 (0,0,0)
583.6 (0,0,0)
583.8 (0,0,0)
584 (0,0,0)
584.2 (0,0,0)
584.4 (0,0,0)
584.6 (0,0,0)
584.8 (0,0,0)
585 (0,0,0)
585.2 (0,0,0)
585.4 (0,0,0)
585.6 (0,0,0)
585.8 (0,0,0)
586 (0,0,0)
586.2 (0,0,0)
586.4 (0,0,0)
586.6 (0,0,0)
586.8 (0,0,0)
587 (0,0,0)
587.2 (0,0,0)
587.4 (0,0,0)
587.6 (0,0,0)
587.8 (0,0,0)
588 (0,0,0)
588.2 (0,0,0)
588.4 (0,0,0)
588.6 (0,0,0)
588.8 (0,0,0)
589 (0,0,0)
589.2 (0,0,0)
589.4 (0,0,0)
589.6 (0,0,0)
589.8 (0,0,0)
590 (0,0,0)
590.2 (0,0,0)
590.4 (0,0,0)
590.6 (0,0,0)
590.8 (0,0,0)
591 (0,0,0)
591.2 (0,0,0)
591.4 (0,0,0)
591.6 (0,0,0)
591.8 (0,0,0)
592 (0,0,0)
592.2 (0,0,0)
592.4 (0,0,0)
592.6 (0,0,0)
592.8 (0,0,0)
593 (0,0,0)
593.2 (0,0,0)
593.4 (0,0,0)
593.6 (0,0,0)
593.8 (0,0,0)
594 (0,0,0)
594.2 (0,0,0)
594.4 (0,0,0)
594.6 (0,0,0)
594.8 (0,0,0)
595 (0,0,0)
595.2 (0,0,0)
595.4 (0,0,0)
595.6 (0,0,0)
595.8 (0,0,0)
596 (0,0,0)
596.2 (0,0,0)
596.4 (0,0,0)
596.6 (0,0,0)
596.8 (0,0,0)
597 (0,0,0)
597.2 (0,0,0)
597.4 (0,0,0)
597.6 (0,0,0)
597.8 (0,0,0)
598 (0,0,0)
598.2 (0,0,0)
598.4 (0,0,0)
598.6 (0,0,0)
598.8 (0,0,0)
599 (0,0,0)
599.2 (0,0,0)
599.4 (0,0,0)
599.6 (0,0,0)
599.8 (0,0,0)
600 (0,0,0)
600.2 (0,0,0)
600.4 (0,0,0)
600.6 (0,0,0)
600.8 (0,0,0)
601 (0,0,0)
601.2 (0,0,0)
601.4 (0,0,0)
601.6 (0,0,0)
601.8 (0,0,0)
602 (0,0,0)
602.2 (0,0,0)
602.4 (0,0,0)
602.6 (0,0,0)
602.8 (0,0,0)
603 (0,0,0)
603.2 (0,0,0)
603.4 (0,0,0)
603.6 (0,0,0)
603.8 (0,0,0)
604 (0,0,0)
604.2 (0,0,0)
604.4 (0,0,0)
604.6 (0,0,0)
604.8 (0,0,0)
605 (0,0,0)
605.2 (0,0,0)
605.4 (0,0,0)
605.6 (0,0,0)
605.8 (0,0,0)
606 (0,0,0)
606.2 (0,0,0)
606.4 (0,0,0)
606.6 (0,0,0)
606.8 (0,0,0)
607 (0,0,0)
607.2 (0,0,0)
607.4 (0,0,0)
607.6 (0,0,0)
607.8 (0,0,0)
608 (0,0,0)
608.2 (0,0,0)
608.4 (0,0,0)
608.6 (0,0,0)
608.8 (0,0,0)
609 (0,0,0)
609.2 (0,0,0)
609.4 (0,0,0)
609.6 (0,0,0)
609.8 (0,0,0)
610 (0,0,0)
610.2 (0,0,0)
610.4 (0,0,0)
610.6 (0,0,0)
610.8 (0,0,0)
611 (0,0,0)
611.2 (0,0,0)
611.4 (0,0,0)
611.6 (0,0,0)
611.8 (0,0,0)
612 (0,0,0)
612.2 (0,0,0)
612.4 (0,0,0)
612.6 (0,0,0)
612.8 (0,0,0)
613 (0,0,0)
613.2 (0,0,0)
613.4 (0,0,0)
613.6 (0,0,0)
613.8 (0,0,0)
614 (0,0,0)
614.2 (0,0,0)
614.4 (0,0,0)
614.6 (0,0,0)
614.8 (0,0,0)
615 (0,0,0)
615.2 (0,0,0)
615.4 (0,0,0)
615.6 (0,0,0)
615.8 (0,0,0)
616 (0,0,0)
616.2 (0,0,0)
616.4 (0,0,0)
616.6 (0,0,0)
616.8 (0,0,0)
617 (0,0,0)
617.2 (0,0,0)
617.4 (0,0,0)
617.6 (0,0,0)
617.8 (0,0,0)
618 (0,0,0)
618.2 (0,0,0)
618.4 (0,0,0)
618.6 (0,0,0)
618.8 (0,0,0)
619 (0,0,0)
619.2 (0,0,0)
619.4 (0,0,0)
619.6 (0,0,0)
619.8 (0,0,0)
620 (0,0,0)
620.2 (0,0,0)
620.4 (0,0,0)
620.6 (0,0,0)
620.8 (0,0,0)
621 (0,0,0)
621.2 (0,0,0)
621.4 (0,0,0)
621.6 (0,0,0)
621.8 (0,0,0)
622 (0,0,0)
622.2 (0,0,0)
622.4 (0,0,0)
622.6 (0,0,0)
622.8 (0,0,0)
623 (0,0,0)
623.2 (0,0,0)
623.4 (0,0,0)
623.6 (0,0,0)
623.8 (0,0,0)
624 (0,0,0)
624.2 (0,0,0)
624.4 (0,0,0)
624.6 (0,0,0)
624.8 (0,0,0)
625 (0,0,0)
625.2 (0,0,0)
625.4 (0,0,0)
625.6 (0,0,0)
625.8 (0,0,0)
626 (0,0,0)
626.2 (0,0,0)
626.4 (0,0,0)
626.6 (0,0,0)
626.8 (0,0,0)
627 (0,0,0)
627.2 (0,0,0)
